Timestamp_Local_Human,Timestamp_Local_EpochMs,Timestamp_Arduino,DeviceName,DeviceAddress,Ax,Ay,Az,Gx,Gy,Gz,Q0,Q1,Q2,Q3,Env1,Env2,Env3,Env4
2026:07:03_17:28:44.085,1783092524085,191,S2,AA:92:DD:D3:57:20,0.017822266,0.92626953,0.37280273,1.3427733,-1.4648436,-0.5493164,-0.5815898,-0.3934698,0.41750753,0.5767267,920.0,920.0,37.0,972.0
2026:07:03_17:28:44.399,1783092524399,517,S2,AA:92:DD:D3:57:20,0.01574707,0.9177246,0.37121582,-1.159668,-0.061035153,-0.3662109,-0.58557355,-0.38788974,0.40242246,0.5871057,920.0,895.0,36.0,972.0
2026:07:03_17:28:44.130,1783092524130,251,S2,AA:92:DD:D3:57:20,0.016479492,0.91259766,0.3734131,-0.48828122,-0.42724606,-0.3662109,-0.5822402,-0.39201885,0.41451582,0.57921135,920.0,920.0,35.0,972.0
2026:07:03_17:28:44.173,1783092524173,282,S2,AA:92:DD:D3:57:20,0.016113281,0.91711426,0.3770752,-1.159668,-0.122070305,-0.30517578,-0.5828609,-0.39107415,0.41259444,0.58059585,890.0,920.0,35.0,972.0
2026:07:03_17:28:44.214,1783092524214,310,S2,AA:92:DD:D3:57:20,0.016357422,0.9178467,0.37243652,-0.97656244,0.67138666,-0.61035156,-0.58347625,-0.39030617,0.41048607,0.58198726,821.0,798.0,33.0,971.0
2026:07:03_17:28:44.258,1783092524258,339,S2,AA:92:DD:D3:57:20,0.018310547,0.920166,0.37219238,-1.4648436,0.61035156,-0.122070305,-0.58405983,-0.38963607,0.40878558,0.58304685,737.0,472.0,37.0,971.0
2026:07:03_17:28:44.093,1783092524093,209,S2,AA:92:DD:D3:57:20,0.018432617,0.91833496,0.3720703,1.4648436,-1.0375977,-0.42724606,-0.58172107,-0.39310846,0.4167367,0.5773977,922.0,920.0,35.0,972.0
2026:07:03_17:28:44.352,1783092524352,458,S2,AA:92:DD:D3:57:20,0.020507812,0.92126465,0.37121582,-1.0986328,-0.122070305,0.48828122,-0.58608526,-0.38719168,0.40400794,0.5859655,920.0,920.0,36.0,972.0
2026:07:03_17:28:44.396,1783092524396,491,S2,AA:92:DD:D3:57:20,0.01586914,0.9210205,0.37548828,-1.159668,-0.18310545,0.24414061,-0.58631086,-0.3868464,0.40206498,0.58730286,920.0,920.0,36.0,971.0
2026:07:03_17:28:44.125,1783092524125,221,S2,AA:92:DD:D3:57:20,0.018188477,0.91516113,0.37219238,1.2817382,-1.0375977,-0.3662109,-0.58185405,-0.39276978,0.41606614,0.57797754,921.0,921.0,36.0,971.0
2026:07:03_17:28:44.264,1783092524264,354,S2,AA:92:DD:D3:57:20,0.017089844,0.9217529,0.37182617,-1.8920897,0.30517578,0.18310545,-0.5844166,-0.38919082,0.40772107,0.5837317,688.0,343.0,36.0,972.0
2026:07:03_17:28:44.310,1783092524310,416,S2,AA:92:DD:D3:57:20,0.019042969,0.91845703,0.3708496,-1.2817382,0.793457,-0.42724606,-0.5860179,-0.38715452,0.4038287,0.58618104,922.0,920.0,40.0,972.0
2026:07:03_17:28:44.308,1783092524308,400,S2,AA:92:DD:D3:57:20,0.021606445,0.9190674,0.3701172,-1.0986328,0.67138666,-0.3662109,-0.5857915,-0.3873793,0.40490344,0.58551687,921.0,921.0,39.0,972.0
2026:07:03_17:28:44.349,1783092524349,445,S2,AA:92:DD:D3:57:20,0.016601562,0.9193115,0.3696289,-1.2207031,0.24414061,0.30517578,-0.58532506,-0.38832062,0.40344098,0.5863692,920.0,919.0,36.0,971.0
2026:07:03_17:28:44.354,1783092524354,472,S2,AA:92:DD:D3:57:20,0.01965332,0.9222412,0.37390137,-1.159668,-0.3662109,0.42724606,-0.58657444,-0.38644812,0.40331024,0.5864474,920.0,920.0,36.0,971.0
2026:07:03_17:28:44.397,1783092524397,502,S2,AA:92:DD:D3:57:20,0.01574707,0.9189453,0.37402344,-0.9155273,0.0,-0.18310545,-0.585634,-0.387848,0.40155965,0.5876635,921.0,919.0,35.0,971.0
2026:07:03_17:28:44.169,1783092524169,265,S2,AA:92:DD:D3:57:20,0.01586914,0.914917,0.3770752,-1.159668,-0.24414061,-0.30517578,-0.58256763,-0.39151156,0.41350323,0.57994837,916.0,918.0,36.0,971.0
2026:07:03_17:28:44.084,1783092524084,173,S2,AA:92:DD:D3:57:20,0.020141602,0.92858887,0.37524414,-0.3662109,-2.0751953,-0.48828122,-0.581515,-0.39383748,0.41830254,0.57597464,921.0,248.0,36.0,972.0
2026:07:03_17:28:44.268,1783092524268,385,S2,AA:92:DD:D3:57:20,0.018798828,0.92456055,0.36987305,-1.7089843,0.24414061,0.061035153,-0.5850651,-0.3883566,0.4054392,0.58522516,920.0,920.0,36.0,972.0
