Timestamp_Local_Human,Timestamp_Local_EpochMs,Timestamp_Arduino,DeviceName,DeviceAddress,Ax,Ay,Az,Gx,Gy,Gz,Q0,Q1,Q2,Q3,Env1,Env2,Env3,Env4
2026:07:03_17:29:40.655,1783092580655,173,LT,73:5A:BC:29:A9:13,1.0109863,-0.06262207,-0.013916016,0.793457,0.061035153,-0.122070305,-0.63189435,0.3498364,0.6199966,0.30646318,61.0,67.0,77.0,80.0
2026:07:03_17:29:40.968,1783092580968,497,LT,73:5A:BC:29:A9:13,1.0112305,-0.05480957,-0.0126953125,1.4648436,-0.122070305,-0.42724606,-0.63187665,0.34647727,0.6213511,0.30757055,60.0,67.0,77.0,79.0
2026:07:03_17:29:40.743,1783092580743,217,LT,73:5A:BC:29:A9:13,1.0108643,-0.06262207,-0.017822266,0.3662109,-0.122070305,-0.18310545,-0.631178,0.35010043,0.62081575,0.30598006,60.0,66.0,78.0,80.0
2026:07:03_17:29:40.789,1783092580789,303,LT,73:5A:BC:29:A9:13,1.0090332,-0.061157227,-0.013549805,0.48828122,-0.061035153,0.0,-0.6320698,0.34906244,0.6201706,0.30663177,60.0,69.0,79.0,81.0
2026:07:03_17:29:40.652,1783092580652,158,LT,73:5A:BC:29:A9:13,1.0115967,-0.06262207,-0.014892578,0.7324218,0.0,-0.061035153,-0.6311157,0.34935573,0.62073314,0.30712453,62.0,68.0,78.0,81.0
2026:07:03_17:29:40.878,1783092580878,393,LT,73:5A:BC:29:A9:13,1.0114746,-0.06274414,-0.015136719,0.8544921,-0.122070305,-0.18310545,-0.6311617,0.34952188,0.6212868,0.30571887,63.0,69.0,78.0,80.0
2026:07:03_17:29:40.881,1783092580881,420,LT,73:5A:BC:29:A9:13,1.0112305,-0.061157227,-0.014404297,0.9155273,0.061035153,-0.5493164,-0.6314872,0.34786537,0.6212046,0.30709887,61.0,68.0,78.0,81.0
2026:07:03_17:29:40.931,1783092580931,465,LT,73:5A:BC:29:A9:13,1.0113525,-0.056640625,-0.014404297,0.97656244,-0.122070305,-0.67138666,-0.6307854,0.3469391,0.6221557,0.30766365,61.0,70.0,78.0,82.0
2026:07:03_17:29:40.657,1783092580657,187,LT,73:5A:BC:29:A9:13,1.010376,-0.06274414,-0.014404297,0.7324218,0.0,-0.122070305,-0.63120663,0.3499943,0.6207234,0.30622935,62.0,67.0,78.0,80.0
2026:07:03_17:29:40.741,1783092580741,202,LT,73:5A:BC:29:A9:13,1.0100098,-0.06262207,-0.015258789,0.42724606,-0.122070305,-0.122070305,-0.6320184,0.34984803,0.61996675,0.3062546,62.0,68.0,79.0,81.0
2026:07:03_17:29:40.747,1783092580747,234,LT,73:5A:BC:29:A9:13,1.0114746,-0.06188965,-0.018432617,0.30517578,0.0,-0.18310545,-0.63041896,0.3501368,0.62158513,0.3059411,61.0,67.0,78.0,80.0
2026:07:03_17:29:40.748,1783092580748,249,LT,73:5A:BC:29:A9:13,1.0111084,-0.05908203,-0.016479492,0.24414061,0.0,-0.18310545,-0.6304743,0.34947276,0.6215841,0.30658713,63.0,67.0,77.0,80.0
2026:07:03_17:29:40.792,1783092580792,320,LT,73:5A:BC:29:A9:13,1.0096436,-0.061645508,-0.012817383,0.3662109,0.061035153,0.122070305,-0.6327761,0.3486802,0.6195232,0.30691835,60.0,68.0,78.0,82.0
2026:07:03_17:29:40.832,1783092580832,335,LT,73:5A:BC:29:A9:13,1.0111084,-0.06323242,-0.014282227,0.30517578,0.061035153,0.122070305,-0.6322776,0.34928945,0.62000406,0.30628207,61.0,67.0,78.0,80.0
2026:07:03_17:29:40.927,1783092580927,450,LT,73:5A:BC:29:A9:13,1.0108643,-0.057739258,-0.013916016,0.793457,-0.061035153,-0.7324218,-0.6315663,0.3474282,0.6212798,0.30727974,61.0,67.0,77.0,81.0
2026:07:03_17:29:40.968,1783092580968,479,LT,73:5A:BC:29:A9:13,1.0102539,-0.053955078,-0.013183594,1.4038085,-0.122070305,-0.48828122,-0.63123626,0.3458484,0.6219035,0.30847546,60.0,68.0,80.0,81.0
2026:07:03_17:29:40.842,1783092580842,350,LT,73:5A:BC:29:A9:13,1.0111084,-0.06262207,-0.013671875,0.48828122,0.0,0.061035153,-0.6316079,0.34951916,0.6206893,0.30601373,61.0,68.0,79.0,82.0
2026:07:03_17:29:41.015,1783092581015,526,LT,73:5A:BC:29:A9:13,1.0109863,-0.057739258,-0.012939453,1.4038085,-0.122070305,-0.061035153,-0.63183165,0.34648922,0.62161803,0.3071097,62.0,69.0,79.0,80.0
2026:07:03_17:29:41.016,1783092581016,540,LT,73:5A:BC:29:A9:13,1.0101318,-0.05847168,-0.013916016,1.3427733,-0.24414061,0.122070305,-0.63187087,0.3470862,0.6216196,0.30635113,63.0,67.0,76.0,81.0
2026:07:03_17:29:40.879,1783092580879,406,LT,73:5A:BC:29:A9:13,1.0113525,-0.061767578,-0.014770508,0.8544921,-0.061035153,-0.30517578,-0.63176805,0.34894505,0.6207907,0.30613202,62.0,69.0,79.0,82.0
2026:07:03_17:29:40.923,1783092580923,434,LT,73:5A:BC:29:A9:13,1.0111084,-0.05883789,-0.012939453,0.7324218,0.0,-0.67138666,-0.63232917,0.3475373,0.6204567,0.3072499,61.0,66.0,78.0,80.0
2026:07:03_17:29:40.787,1783092580787,288,LT,73:5A:BC:29:A9:13,1.0092773,-0.059814453,-0.01574707,0.5493164,-0.122070305,-0.122070305,-0.6310814,0.34889984,0.6211104,0.30695024,61.0,67.0,78.0,79.0
2026:07:03_17:29:41.013,1783092581013,511,LT,73:5A:BC:29:A9:13,1.012085,-0.055786133,-0.0126953125,1.4648436,-0.061035153,-0.18310545,-0.63120717,0.34579787,0.6221632,0.3080681,61.0,67.0,77.0,81.0
2026:07:03_17:29:40.843,1783092580843,365,LT,73:5A:BC:29:A9:13,1.010376,-0.06237793,-0.012939453,0.61035156,-0.122070305,0.122070305,-0.6322764,0.349127,0.62009984,0.30627498,62.0,68.0,79.0,81.0
2026:07:03_17:29:41.061,1783092581061,579,LT,73:5A:BC:29:A9:13,1.0101318,-0.064941406,-0.014770508,0.3662109,-0.122070305,0.18310545,-0.6329362,0.34921783,0.62063056,0.30372328,62.0,68.0,78.0,80.0
2026:07:03_17:29:41.059,1783092581059,566,LT,73:5A:BC:29:A9:13,1.0089111,-0.06298828,-0.015380859,0.97656244,-0.24414061,0.18310545,-0.632211,0.34862736,0.6213558,0.30442828,64.0,68.0,79.0,80.0
2026:07:03_17:29:41.064,1783092581064,593,LT,73:5A:BC:29:A9:13,1.0113525,-0.06567383,-0.015136719,0.0,-0.122070305,0.18310545,-0.6321876,0.34932625,0.62136304,0.3036608,62.0,67.0,77.0,79.0
2026:07:03_17:29:41.104,1783092581104,623,LT,73:5A:BC:29:A9:13,1.0109863,-0.06542969,-0.014770508,-0.42724606,0.0,0.18310545,-0.6323268,0.34863278,0.62121034,0.3044785,60.0,67.0,78.0,81.0
2026:07:03_17:29:41.103,1783092581103,608,LT,73:5A:BC:29:A9:13,1.0115967,-0.06591797,-0.015625,-0.24414061,-0.061035153,0.18310545,-0.6330354,0.34953076,0.6204926,0.30343828,61.0,69.0,78.0,81.0
2026:07:03_17:29:41.106,1783092581106,641,LT,73:5A:BC:29:A9:13,1.0102539,-0.06518555,-0.013549805,-0.42724606,-0.061035153,0.24414061,-0.6331073,0.3489859,0.6203836,0.3041371,60.0,68.0,77.0,81.0
2026:07:03_17:29:41.147,1783092581147,655,LT,73:5A:BC:29:A9:13,1.0093994,-0.06591797,-0.013916016,-0.3662109,0.0,0.24414061,-0.6329681,0.3499634,0.6204273,0.3032137,61.0,68.0,78.0,80.0
2026:07:03_17:29:41.149,1783092581149,670,LT,73:5A:BC:29:A9:13,1.0095215,-0.06628418,-0.014282227,-0.24414061,0.122070305,0.122070305,-0.63302773,0.34887508,0.6204158,0.30436411,60.0,68.0,78.0,80.0
2026:07:03_17:29:41.152,1783092581152,688,LT,73:5A:BC:29:A9:13,1.0097656,-0.06298828,-0.013061523,-0.24414061,0.18310545,0.061035153,-0.63285106,0.3482138,0.6206184,0.30507517,62.0,70.0,78.0,81.0
2026:07:03_17:29:41.194,1783092581194,716,LT,73:5A:BC:29:A9:13,1.0114746,-0.06286621,-0.012329102,0.061035153,-0.061035153,-0.122070305,-0.6329543,0.3483279,0.6204945,0.30498344,61.0,68.0,78.0,80.0
2026:07:03_17:29:41.194,1783092581194,699,LT,73:5A:BC:29:A9:13,1.0102539,-0.06201172,-0.01171875,-0.24414061,0.0,0.0,-0.63328844,0.34749198,0.6202095,0.30582145,61.0,68.0,78.0,81.0
2026:07:03_17:29:41.197,1783092581197,730,LT,73:5A:BC:29:A9:13,1.0107422,-0.06347656,-0.014038086,0.30517578,0.0,-0.24414061,-0.63235986,0.34874266,0.62107986,0.3045509,62.0,67.0,77.0,82.0
2026:07:03_17:29:41.238,1783092581238,744,LT,73:5A:BC:29:A9:13,1.0112305,-0.061279297,-0.013671875,0.5493164,0.0,-0.3662109,-0.63241434,0.34768775,0.62113625,0.30552664,62.0,67.0,79.0,81.0
2026:07:03_17:29:41.240,1783092581240,760,LT,73:5A:BC:29:A9:13,1.0112305,-0.059570312,-0.013427734,0.9155273,-0.061035153,-0.61035156,-0.6320675,0.346628,0.6216141,0.3064753,61.0,67.0,79.0,81.0
2026:07:03_17:29:41.241,1783092581241,774,LT,73:5A:BC:29:A9:13,1.010376,-0.059326172,-0.014526367,1.0375977,0.0,-0.67138666,-0.6318647,0.34733465,0.62185544,0.3056032,61.0,67.0,79.0,80.0
2026:07:03_17:29:41.285,1783092581285,789,LT,73:5A:BC:29:A9:13,1.0107422,-0.059570312,-0.014282227,1.159668,0.18310545,-0.61035156,-0.6325585,0.34680003,0.62129134,0.3059212,61.0,68.0,78.0,81.0
2026:07:03_17:29:41.287,1783092581287,804,LT,73:5A:BC:29:A9:13,1.0112305,-0.05908203,-0.014038086,1.2207031,0.122070305,-0.42724606,-0.6318834,0.3468737,0.6220497,0.30569285,61.0,68.0,78.0,81.0
2026:07:03_17:29:41.287,1783092581287,818,LT,73:5A:BC:29:A9:13,1.0102539,-0.057495117,-0.013183594,1.2207031,0.0,-0.30517578,-0.63226104,0.34601113,0.62181944,0.30635652,63.0,67.0,78.0,81.0
2026:07:03_17:29:41.327,1783092581327,832,LT,73:5A:BC:29:A9:13,1.0102539,-0.0579834,-0.013305664,1.159668,-0.061035153,-0.24414061,-0.6322791,0.34673244,0.62183994,0.30546105,63.0,67.0,75.0,79.0
2026:07:03_17:29:41.329,1783092581329,845,LT,73:5A:BC:29:A9:13,1.0115967,-0.060424805,-0.0146484375,1.0986328,-0.122070305,-0.18310545,-0.6322242,0.3475466,0.6219322,0.3044603,62.0,68.0,79.0,81.0
2026:07:03_17:29:41.332,1783092581332,860,LT,73:5A:BC:29:A9:13,1.0109863,-0.06188965,-0.01550293,1.0986328,-0.24414061,0.0,-0.63231206,0.34816006,0.6218682,0.30370632,63.0,68.0,78.0,81.0
2026:07:03_17:29:41.373,1783092581373,890,LT,73:5A:BC:29:A9:13,1.0093994,-0.06323242,-0.018920898,0.48828122,-0.061035153,0.061035153,-0.630858,0.3486706,0.6233935,0.30301765,61.0,68.0,79.0,81.0
2026:07:03_17:29:41.373,1783092581373,871,LT,73:5A:BC:29:A9:13,1.0096436,-0.06335449,-0.017089844,1.0375977,-0.122070305,0.061035153,-0.63170576,0.34847438,0.62252706,0.3032582,62.0,67.0,77.0,79.0
2026:07:03_17:29:41.374,1783092581374,904,LT,73:5A:BC:29:A9:13,1.0106201,-0.061767578,-0.017089844,0.061035153,-0.061035153,0.0,-0.6314014,0.3481258,0.62289774,0.30352998,61.0,69.0,78.0,80.0
2026:07:03_17:29:41.377,1783092581377,918,LT,73:5A:BC:29:A9:13,1.0117188,-0.060791016,-0.015258789,-0.48828122,0.0,-0.122070305,-0.63185996,0.34755754,0.6224441,0.30415687,61.0,67.0,78.0,81.0
2026:07:03_17:29:41.418,1783092581418,931,LT,73:5A:BC:29:A9:13,1.0112305,-0.061035156,-0.014282227,-0.48828122,0.061035153,-0.061035153,-0.6325818,0.34706235,0.6217158,0.30471128,60.0,66.0,78.0,82.0
2026:07:03_17:29:41.419,1783092581419,949,LT,73:5A:BC:29:A9:13,1.0111084,-0.061035156,-0.012817383,-0.42724606,-0.061035153,0.18310545,-0.6332398,0.34678128,0.62104887,0.30502427,62.0,66.0,78.0,81.0
2026:07:03_17:29:41.463,1783092581463,964,LT,73:5A:BC:29:A9:13,1.0114746,-0.059814453,-0.012207031,-0.42724606,-0.122070305,0.18310545,-0.632647,0.34595105,0.62164986,0.3059717,61.0,68.0,78.0,81.0
2026:07:03_17:29:41.465,1783092581465,979,LT,73:5A:BC:29:A9:13,1.0115967,-0.057739258,-0.015014648,-0.7324218,0.0,0.061035153,-0.6319118,0.3462853,0.6223,0.30579168,60.0,67.0,78.0,81.0
2026:07:03_17:29:41.466,1783092581466,994,LT,73:5A:BC:29:A9:13,1.0108643,-0.057373047,-0.016601562,-0.793457,0.061035153,0.122070305,-0.63117564,0.34658152,0.6229475,0.305658,61.0,68.0,79.0,81.0
2026:07:03_17:29:41.510,1783092581510,1024,LT,73:5A:BC:29:A9:13,1.0115967,-0.055786133,-0.014770508,-0.8544921,0.061035153,0.18310545,-0.6317741,0.34604484,0.6222349,0.3064795,61.0,67.0,79.0,82.0
2026:07:03_17:29:41.510,1783092581510,1008,LT,73:5A:BC:29:A9:13,1.0111084,-0.056030273,-0.016357422,-0.8544921,0.122070305,0.122070305,-0.63083726,0.3456664,0.6232611,0.30675107,61.0,68.0,77.0,80.0
2026:07:03_17:29:41.511,1783092581511,1041,LT,73:5A:BC:29:A9:13,1.0114746,-0.056396484,-0.011108398,-0.42724606,-0.061035153,0.122070305,-0.6322123,0.3458023,0.62179184,0.3067486,62.0,68.0,77.0,79.0
2026:07:03_17:29:41.552,1783092581552,1052,LT,73:5A:BC:29:A9:13,1.0102539,-0.057495117,-0.010620117,-0.18310545,-0.061035153,0.061035153,-0.6329332,0.3458165,0.62106407,0.30672038,61.0,68.0,77.0,80.0
2026:07:03_17:29:41.553,1783092581553,1070,LT,73:5A:BC:29:A9:13,1.0111084,-0.0579834,-0.0075683594,-0.24414061,-0.061035153,-0.061035153,-0.63375765,0.34553027,0.6202399,0.30700836,60.0,68.0,79.0,81.0
2026:07:03_17:29:41.554,1783092581554,1084,LT,73:5A:BC:29:A9:13,1.0124512,-0.057373047,-0.008178711,-0.24414061,-0.18310545,-0.061035153,-0.6334738,0.3445788,0.6205565,0.3080218,62.0,67.0,79.0,81.0
2026:07:03_17:29:41.558,1783092581558,1098,LT,73:5A:BC:29:A9:13,1.013794,-0.05810547,-0.010498047,0.18310545,-0.30517578,0.0,-0.633216,0.34540123,0.62078285,0.30717406,61.0,67.0,77.0,81.0
2026:07:03_17:29:41.601,1783092581601,1130,LT,73:5A:BC:29:A9:13,1.0117188,-0.05859375,-0.010375977,0.7324218,-0.122070305,-0.24414061,-0.6334729,0.3458072,0.620623,0.3065095,60.0,68.0,78.0,81.0
2026:07:03_17:29:41.601,1783092581601,1112,LT,73:5A:BC:29:A9:13,1.0109863,-0.05883789,-0.01171875,0.61035156,-0.24414061,-0.122070305,-0.6328427,0.3463073,0.6211613,0.30615658,60.0,66.0,77.0,80.0
2026:07:03_17:29:41.642,1783092581642,1144,LT,73:5A:BC:29:A9:13,1.0117188,-0.056396484,-0.010986328,0.8544921,-0.122070305,-0.30517578,-0.6327728,0.3453468,0.62140524,0.3068899,63.0,68.0,78.0,81.0
