Timestamp_Local_Human,Timestamp_Local_EpochMs,Timestamp_Arduino,DeviceName,DeviceAddress,Ax,Ay,Az,Gx,Gy,Gz,Q0,Q1,Q2,Q3,Env1,Env2,Env3,Env4
2026:07:03_17:28:44.050,1783092524050,128,RT,34:D2:E3:0F:17:9E,0.9104004,-0.40649414,0.0041503906,-1.4648436,0.97656244,0.42724606,-0.41144168,0.7058783,-0.29174623,0.4973199,57.0,63.0,71.0,80.0
2026:07:03_17:28:44.061,1783092524061,157,RT,34:D2:E3:0F:17:9E,0.9090576,-0.41088867,0.008911133,-1.586914,0.97656244,0.30517578,-0.40999162,0.7061566,-0.2905333,0.49883005,57.0,65.0,70.0,79.0
2026:07:03_17:28:44.117,1783092524117,202,RT,34:D2:E3:0F:17:9E,0.90356445,-0.41784668,0.0057373047,-0.48828122,0.42724606,0.30517578,-0.40785712,0.7065318,-0.2885355,0.5012024,58.0,65.0,71.0,79.0
2026:07:03_17:28:44.152,1783092524152,244,RT,34:D2:E3:0F:17:9E,0.9066162,-0.4185791,0.00390625,0.18310545,0.122070305,0.061035153,-0.4062214,0.70683414,-0.2863011,0.50338125,57.0,65.0,71.0,79.0
2026:07:03_17:28:44.154,1783092524154,258,RT,34:D2:E3:0F:17:9E,0.9042969,-0.4185791,0.0043945312,0.061035153,0.061035153,-0.18310545,-0.40580058,0.7069232,-0.28572574,0.5039223,59.0,64.0,71.0,79.0
2026:07:03_17:28:44.184,1783092524184,272,RT,34:D2:E3:0F:17:9E,0.9030762,-0.41870117,0.003540039,-0.122070305,0.0,-0.8544921,-0.40508947,0.707101,-0.28478417,0.50477725,59.0,65.0,71.0,79.0
2026:07:03_17:28:44.230,1783092524230,314,RT,34:D2:E3:0F:17:9E,0.9069824,-0.4161377,7.324219E-4,0.30517578,-0.61035156,-1.2207031,-0.40300238,0.7077192,-0.28174976,0.50727826,56.0,63.0,71.0,81.0
2026:07:03_17:28:44.237,1783092524237,331,RT,34:D2:E3:0F:17:9E,0.90600586,-0.4136963,-0.0025634766,0.9155273,-0.5493164,-1.2207031,-0.40241942,0.70788324,-0.2807455,0.5080684,56.0,63.0,71.0,80.0
2026:07:03_17:28:44.277,1783092524277,346,RT,34:D2:E3:0F:17:9E,0.9071045,-0.40966797,-0.005126953,1.0375977,-0.42724606,-1.2207031,-0.40186185,0.7080301,-0.27978194,0.50883573,56.0,64.0,72.0,79.0
2026:07:03_17:28:44.277,1783092524277,360,RT,34:D2:E3:0F:17:9E,0.9086914,-0.40942383,-0.0030517578,0.793457,-0.3662109,-1.0986328,-0.40125537,0.7081866,-0.27878925,0.50964093,55.0,65.0,70.0,81.0
